accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_002509265.1	0	85.31	0	187	p__Euryarchaeota (UID3)	124	0	1298058	82.6764311364	296	579319	37.3404879306	1570046	GB_GCA_900083515.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	not type material	none	f	39	24	58135	65046	15991	1	2893	DAOB01000024.1	62932	1	113	DAOB01000046.1	2893	5337	0	99.965	ATDV01000007.115999.118903	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasmatales archaeon Gpl	5241	12764	f	f	t	10362	17157	Scaffold	ASM250926v1	n/a	PRJNA348753	SAMN06027225	296	10364	none	2017-10-11	GCA_002509265.1	derived from metagenome	full	UBA520	none	none	0	0	Thermoplasmatales archaeon UBA520	0	na	0	none	none	none	none	none	2017/10/11	173	1915729	0	UBA520	University of Queensland	1915729	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;x__unclassified Thermoplasmatales (miscellaneous);s__Thermoplasmatales archaeon UBA520	18528	1570046	none	0	none	1551518	0	DAOB00000000.1	1633	123	65046	1	1340	2442	0	99.552	805070	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Thermogymnomonas;s__	1467	DAOB01000063.1	1455	2687	0	100	ATDV01000004.242212.243667	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasmatales archaeon Gpl	18596	18	38	0
GB_GCA_003021755.1	0	75.92	0.4	395	f__Halobacteriaceae (UID85)	250	100	1452868	84.0146579287	200	1151544	66.8311022329	1729303	GB_GCA_003021755.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__QH-8-67-36;s__QH-8-67-36 sp003021755	not type material	none	f	46	34	37235	49632	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8615	13100	f	f	t	12417	16098	Scaffold	ASM302175v1	n/a	PRJNA351262	SAMN06020764	200	12417	none	2018-3-27	GCA_003021755.1	derived from metagenome	full	QH_8_67_36	none	none	0	0	Halobacteriales archaeon QH_8_67_36	1796	na	2	none	none	none	none	none	2018/03/27	68	1919164	2	QH_8_67_36	None	1919164	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;x__unclassified Halobacteriales (miscellaneous);s__Halobacteriales archaeon QH_8_67_36	6223	1729303	11	27	none	1723080	0	PXQZ00000000.1	1845	132	5535	2	557	944	0	97.307	311512	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__	799	PXQZ01000106.1	557	961	0	97.846	KC465586.1.1352	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloarcula;uncultured euryarchaeote	6237	16	28	0
GB_GCA_002762665.1	0	70.42	0	149	k__Archaea (UID2)	107	0	402961	84.1576218054	124	148894	31.325265718	478817	GB_GCA_002789275.1	f	d__Archaea;p__Huberarchaeaota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	not type material	none	f	24	7	19033	83854	none	0	none	none	23252	1	104	PCUF01000017.1	none	none	none	none	none	none	3833	12277	f	f	t	6635	20096	Scaffold	ASM276266v1	n/a	PRJNA362739	SAMN06659618	124	6635	none	2017-11-13	GCA_002762665.1	derived from metagenome	full	CG18_big_fil_WC_8_21_14_2_50_31_19	none	none	0	0	archaeon (Candidatus Huberarchaea) CG18_big_fil_WC_8_21_14_2_50_31_19	456	na	2	none	none	none	none	none	2017/11/13	85	2014259	1	CG18_big_fil_WC_8_21_14_2_50_31_19	None	2014259	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;x__unclassified Archaea (miscellaneous);s__archaeon (Candidatus Huberarchaea) CG18_big_fil_WC_8_21_14_2_50_31_19	3466	478817	11	39	none	475351	0	PCUF00000000.1	475	39	19664	1	560	302	4.6e-80	76.964	553287	k__Archaea;p__Euryarchaeota;c__DSEG;o__HydGC-84-221A;f__;g__;s__	1458	PCUF01000010.1	560	302	1.36e-79	76.964	GU190975.1.1405	Archaea;Aenigmarchaeota;Deep Sea Euryarchaeotic Group(DSEG);uncultured archaeon	3501	18	40	0
GB_GCA_000496215.1	0	85	2.85	417	f__Halobacteriaceae (UID96)	263	54.55	1835301	76.7046323671	313	1336797	63.1364549613	2392686	GB_GCA_000496215.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius sp000496215	not type material	none	f	59	6	38378	337165	150569	1	2916	KI543218.1	150569	1	111	KI543218.1	2916	5385	0	100	AYLK01000292.11267.14189	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;uncultured archaeon A07HN63	6764	64667	f	f	t	11614	120819	Scaffold	A07HN63_021313_select	n/a	PRJNA224120	SAMN02347633	313	11614	Australia: Victoria	2013-11-8	GCA_000496215.1	derived from metagenome	full	none	hypersaline water sample from Lake Tyrrell	none	0	2	uncultured archaeon A07HN63	2507	na	3	37	6	120819	104868	44651	2013/11/08	276	1412873	1	none	University of California, San Diego, Scripps Institution of Oceanography	1412873	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon A07HN63	275372	2392686	11	38	none	2117314	0	AYLK00000000.1	2557	37	150569	1	1429	2473	0	97.901	851099	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halonotius;s__	1468	KI543218.1	1456	2689	0	100	AYLK01000292.9274.10729	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halonotius;uncultured archaeon A07HN63	275372	18	38	0
RS_GCF_000969905.1	0	99.84	0	228	p__Euryarchaeota (UID49)	153	0	3325278	72.8606877693	2	1812448	39.7128323786	4563885	RS_GCF_000969905.1	t	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	4505752	4505752	4505752	3	2889	NZ_CP009520.1	4505752	3	117	NZ_CP009520.1	2889	5051	0	98.235	CP000099.1138368.1141262	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri str. Fusaro	2281942	2281942	t	f	f	4505752	4505752	Complete Genome	ASM96990v1	n/a	PRJNA224116	SAMN03074598	none	none	none	2015-4-7	GCA_000969905.1	none	full	none	none	none	2	0	Methanosarcina vacuolata Z-761	3709	representative genome	9	none	none	none	none	none	2015/04/07	0	2215	3	Z-761	University of Illinois at Urbana-Champaign	1434123	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata;x__Methanosarcina vacuolata Z-761	0	4563885	11	58	assembly from type material	4563885	0	none	3737	2	4505752	3	1471	2667	0	99.388	491	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	1477	NZ_CP009520.1	1471	2712	0	99.932	FR733661.1.1473	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina vacuolata	0	20	58	0
GB_GCA_900315215.1	0	97.6	0.8	188	p__Euryarchaeota (UID3)	125	0	1454931	78.0869559617	26	543006	29.1447166794	1863219	RS_GCF_000320505.1	f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B boviskoreani	not type material	none	f	5	5	281028	326770	none	0	none	none	110890	1	109	OMYG01000007.1	none	none	none	none	none	none	71659	81009	f	f	t	134228	143601	Scaffold	Rumen uncultured genome RUG076	n/a	PRJEB21624	SAMEA104666882	26	134228	none	2018-3-21	GCA_900315215.1	derived from environmental_sample	full	RUG076	none	none	0	0	uncultured Methanobrevibacter sp.	0	na	0	none	none	none	none	none	2018/03/21	3	253161	0	RUG076	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	82	1863219	none	0	none	1863137	0	OMYG00000000.1	1628	23	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	82	17	35	0
RS_GCF_000979655.1	0	99.67	1.31	228	p__Euryarchaeota (UID49)	153	0	3027954	75.4899692551	381	1670080	41.6437678474	4011068	RS_GCF_000970205.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	73	66	56046	67430	3225	1	2888	NZ_JJPM01000065.1	4707	1	98	NZ_JJPM01000347.1	2890	5313	0	99.862	CP004144.196091.198995	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Tuc01	10525	11493	t	f	f	17893	20277	Scaffold	gtlEnvA5udCFS	n/a	PRJNA224116	SAMN02708984	381	17893	USA: Columbia River Estuary; north of Astoria; OR	2015-4-23	GCA_000979655.1	none	full	none	sediment	46.1597 N 123.8065 W	0	0	Methanosarcina mazei	3507	na	2	none	none	none	none	none	2015/04/23	32	2209	1	3.H.A.1A.1	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	672	4011068	11	54	none	4010396	0	JJPM00000000.1	3599	349	34176	1	1473	2699	0	99.728	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1474	NZ_JJPM01000158.1	1473	2710	0	99.864	AE008384.235306.236779	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	672	20	55	0
GB_GCA_002501845.1	0	76.49	0	145	k__Archaea (UID2)	103	0	965714	85.0727164293	175	552809	49.0987314295	1135163	GB_GCA_002501845.1	t	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845	not type material	none	f	28	20	52545	52561	3950	1	955	DAOL01000005.1	42471	1	112	DAOL01000049.1	955	1725	0	99.267	JQ768092.27195.30160	Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Unknown Order;Unknown Family;Candidatus Nitrososphaera;uncultured archaeon	6433	11583	f	f	t	11215	14461	Scaffold	ASM250184v1	n/a	PRJNA348753	SAMN06027587	175	11219	none	2017-10-10	GCA_002501845.1	derived from metagenome	full	UBA217	none	none	0	0	Nitrososphaera sp. UBA217	0	na	0	none	none	none	none	none	2017/10/10	77	1915601	0	UBA217	University of Queensland	1915601	d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	d__Archaea;x__TACK group;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp. UBA217	8718	1135163	none	0	none	1126445	0	DAOL00000000.1	1540	98	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	9250	12	25	0
GB_GCA_003096255.1	0	71.03	1.32	149	k__Archaea (UID2)	107	66.67	2035281	87.2208087402	425	1015130	43.5028183216	2333481	GB_GCA_003096255.1	t	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-2;s__BIN-L-2 sp003096255	not type material	none	f	132	132	22682	22682	none	0	none	none	3161	2	96	PIXS01000084.1	none	none	none	none	none	none	5490	5490	f	f	t	5778	5778	Contig	ASM309625v1	n/a	PRJNA418892	SAMN08098082	425	5778	none	2018-5-7	GCA_003096255.1	derived from metagenome	full	Bin-L-2	none	none	0	0	Candidatus Bathyarchaeota archaeon	2576	na	6	none	none	none	none	none	2018/05/07	0	2026714	4	Bin-L-2	Shanghai Jiao Tong University	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	0	2333481	11	42	none	2333481	0	PIXS00000000.1	2711	425	4194	1	551	793	0	92.74	348161	k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__;s__	551	PIXS01000281.1	551	833	0	94.011	GQ906593.1.911	Archaea;Miscellaneous Crenarchaeotic Group;uncultured archaeon	0	17	44	0
UBA10154	0	81.78	1.87	149	k__Archaea (UID2)	107	50	801264	89.1335205151	58	373671	41.5967396846	898948	UBA10154	t	d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__GW2011-AR5;s__GW2011-AR5 sp10154u	none	none	none	14	12	77965	81260	none	0	none	none	13132	1	109	contig_43274	none	none	none	none	none	none	15488	17626	f	f	t	19005	21471	none	none	none	none	none	none	none	none	none	none	derived from metagenome	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1145	51	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	630	9	13	0
GB_GCA_900313075.1	0	82.26	2.42	187	p__Euryarchaeota (UID3)	124	66.67	1148937	90.9772393981	192	778954	61.6805660694	1262884	RS_GCF_001481295.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001481295	not type material	none	f	41	41	35746	35746	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6577	6577	f	f	t	8388	8388	Contig	Rumen uncultured genome RUG779	n/a	PRJEB21624	SAMEA104666451	192	8388	none	2018-3-17	GCA_900313075.1	derived from environmental_sample	full	RUG779	none	none	0	0	uncultured Candidatus Methanomethylophilus sp.	0	na	0	none	none	none	none	none	2018/03/17	0	1908203	0	RUG779	THE ROSLIN INSTITUTE	1908203	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Candidatus Methanomethylophilus;s__	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Candidatus Methanomethylophilus;x__environmental samples;s__uncultured Candidatus Methanomethylophilus sp.	0	1262884	none	0	none	1262884	0	OMQH00000000.1	1374	192	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	34	0
GB_GCA_001316165.1	0	84.25	1.24	299	p__Euryarchaeota (UID4)	202	0	1757371	83.1529464091	24	1105998	52.3321441077	2113420	RS_GCF_000009965.1	f	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus kodakarensis	not type material	none	f	6	6	310720	310720	37639	1	3137	BBCU01000019.1	none	0	none	none	3141	4902	0	95.543	GM015893.2025234.2028258	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus kodakarensis KOD1	88059	88059	f	f	t	112449	112449	Contig	ASM131616v1	n/a	PRJDB830	SAMD00000516	24	112449	none	2015-10-1	GCA_001316165.1	none	full	none	none	none	0	0	Thermococcus sp. JCM 11816	0	na	0	none	none	none	none	none	2015/10/01	0	1295125	0	JCM 11816	The University of Tokyo	1295125	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp. JCM 11816	0	2113420	none	0	none	2113420	0	BBCU00000000.1	3717	24	98929	2	590	926	0	95.593	1130698	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__kodakarensis	591	BBCU01000009.1	590	937	0	95.932	D38650.1.1498	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus kodakarensis KOD1	0	20	40	0
RS_GCF_001266735.1	0	100	0	217	c__Thermoprotei (UID147)	168	0	1951041	89.0263117188	1	1013034	46.224902842	2191533	RS_GCF_000016605.1	f	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	not type material	none	f	1	1	2191533	2191533	2191533	1	3031	NZ_CP012176.1	none	0	none	none	3031	5598	0	100	CP008822.1706923.1709976	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	2191533	2191533	f	f	t	2191533	2191533	Complete Genome	ASM126673v1	n/a	PRJNA224116	SAMN03890864	none	none	none	2015-8-12	GCA_001266735.1	none	full	none	none	none	1	0	Metallosphaera sedula	2330	na	3	none	none	none	none	none	2015/08/12	0	43687	1	SARC-M1	University of Nebraska-Lincoln	43687	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	0	2191533	11	44	none	2191533	0	none	2393	1	2191533	1	1493	2758	0	100	179264	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__sedula	1494	NZ_CP012176.1	1494	2760	0	100	CP000682.1705274.1706771	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula DSM 5348	0	19	45	0
UBA12494	0	84.35	1.87	149	k__Archaea (UID2)	107	0	1582428	90.9271021636	105	780039	44.8406769684	1740326	UBA9989	f	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9989;g__UBA9989;s__UBA9989 sp9989u	none	none	none	23	22	91154	91164	13979	1	755	contig_80025	21700	1	107	contig_1903	328	377	3.65e-103	87.805	CP010425.1040028.1042850	Archaea;archaeon GW2011_AR15	16567	17941	f	f	t	24688	25382	none	none	none	none	none	none	none	none	none	none	derived from metagenome	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1922	97	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	747	17	32	0
GB_GCA_900313755.1	0	80.76	1.6	188	p__Euryarchaeota (UID3)	125	50	2193220	88.5156688902	138	832940	33.6166537518	2477776	GB_GCA_900319985.1	f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900319985	not type material	none	f	15	15	409734	409734	none	0	none	none	none	0	none	none	none	none	none	none	none	none	17954	18085	f	f	t	34821	34821	Scaffold	Rumen uncultured genome RUG833	n/a	PRJEB21624	SAMEA104666901	138	34821	none	2018-3-17	GCA_900313755.1	derived from environmental_sample	full	RUG833	none	none	0	0	uncultured Methanobrevibacter sp.	0	na	0	none	none	none	none	none	2018/03/17	1	253161	0	RUG833	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	16	2477776	none	0	none	2477760	0	OMSG00000000.1	2792	137	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16	19	53	1
RS_GCF_000337335.1	0	99.49	0	417	f__Halobacteriaceae (UID96)	263	0	2817480	85.2197505547	68	2250802	68.0821292132	3306135	RS_GCF_000337335.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum distributum	type strain of species	LPSN; DSMZ; StrainInfo	f	9	9	458505	458512	2035	5	2033	NZ_AOJN01000028.1	108217	2	116	NZ_AOJN01000063.1	683	1194	0	98.243	AOJD01000044.1.2797	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum tebenquichense DSM 14210	48617	48619	t	f	f	108208	108217	Contig	ASM33733v1	n/a	PRJNA224116	SAMN02471649	68	108217	none	2013-2-4	GCA_000337335.1	none	full	none	none	none	0	0	Halorubrum distributum JCM 10118	3162	na	7	none	none	none	none	none	2013/02/04	0	29283	2	JCM 10118	University of California, Davis	1227468	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum distributum	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum distributum;x__Halorubrum distributum JCM 10118	0	3306135	11	47	assembly from type material	3306135	0	AOJN00000000.1	3223	68	68848	1	831	1524	0	99.759	3610538	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1571	NZ_AOJN01000027.1	1470	2682	0	100	AOJN01000027.66670.68139	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum distributum JCM 10118	125	20	47	0
RS_GCF_001316045.1	0	93.21	0.63	217	c__Thermoprotei (UID147)	168	0	1839782	83.073899829	167	855137	38.6130343041	2214633	RS_GCF_001316045.1	t	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus_B;s__Sulfolobus_B metallicus	type strain of species	LPSN; DSMZ; StrainInfo	f	10	10	186319	186319	30626	1	2986	NZ_BBBY01000020.1	none	0	none	none	3026	2996	0	84.964	ASRH01000005.112420.115463	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;Sulfolobales archaeon AZ1	13261	13261	f	f	t	51516	51516	Contig	ASM131604v1	n/a	PRJNA224116	SAMD00000478	167	51516	none	2015-10-1	GCA_001316045.1	none	full	none	none	none	0	0	Sulfolobus metallicus DSM 6482 = JCM 9184	2490	representative genome	4	none	none	none	none	none	2015/10/01	0	47303	1	JCM 9184	The University of Tokyo	523847	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus metallicus	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus metallicus;x__Sulfolobus metallicus DSM 6482 = JCM 9184	0	2214633	11	46	assembly from type material	2214633	0	BBBY00000000.1	3252	167	30626	1	1438	2582	0	99.166	4464004	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__metallicus	1468	NZ_BBBY01000020.1	1443	2636	0	99.653	KF667978.1.1442	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;uncultured Sulfolobus sp.	0	19	44	0
